Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
BARMM,Parang Montessori Educational Center,476514,Maguindanao II,Barira South,29,64,62,68,65,70,54,34,16,72,54,67,27,75,67,35,70,30,62,25,28,76,52,84,47,27,74
BARMM,St. John Mission Center Academy inc.,476523,Maguindanao II,Barira South,25,58,70,52,55,27,14,44,53,69,67,66,42,23,46,52,62,60,42,35,79,42,43,47,90,47,65
BARMM,Aratuc Elementary School,133912,Maguindanao II,Buldon West,64,19,47,65,25,55,21,62,100,49,78,11,81,83,63,40,44,67,30,29,51,38,76,39,41,56,66
BARMM,Buldon CES,133914,Maguindanao II,Buldon West,84,46,39,19,58,75,52,83,41,27,62,46,90,46,72,71,20,14,83,66,14,22,29,41,7,57,57
BARMM,Edbul Elementary School,133917,Maguindanao II,Buldon West,49,18,43,64,37,68,22,45,64,45,74,45,26,30,33,56,49,66,49,90,38,46,69,65,75,33,53
BARMM,Makalian Elementary School,133922,Maguindanao II,Buldon West,66,24,72,21,52,86,41,38,78,70,35,28,55,56,17,75,69,97,55,58,68,43,27,39,58,97,42
BARMM,Mataya  Elem,133923,Maguindanao II,Buldon West,25,29,44,62,68,43,64,31,19,56,62,41,15,34,62,54,92,50,58,40,91,88,51,36,72,19,12
BARMM,Minabay E/S,133924,Maguindanao II,Buldon West,69,48,35,71,35,47,61,38,69,41,59,27,54,82,31,61,76,75,43,29,68,19,35,49,69,84,46
BARMM,Piers PS,133928,Maguindanao II,Buldon West,37,48,66,65,59,71,55,36,52,65,51,39,47,27,82,18,37,47,49,58,49,32,30,54,26,69,42
BARMM,Raranaon Elementary School,133930,Maguindanao II,Buldon West,73,49,75,46,56,18,45,39,75,29,43,73,64,64,28,69,17,40,66,91,36,63,51,54,6,26,46
BARMM,Rumidas PS,133931,Maguindanao II,Buldon West,25,70,43,53,49,19,53,32,43,37,47,39,45,55,93,58,54,37,42,46,98,32,81,78,44,82,71
BARMM,Tambak PS,133932,Maguindanao II,Buldon West,59,95,26,71,82,49,40,36,62,26,30,69,84,51,25,73,66,38,48,95,57,70,22,18,42,51,49
BARMM,Caruisan PS,216580,Maguindanao II,Buldon West,55,38,99,55,73,24,74,5,55,55,55,86,47,81,43,34,25,52,51,16,70,48,53,46,46,65,42
BARMM,Datu Abolais Manalao Elementary School,216581,Maguindanao II,Buldon West,47,61,52,75,52,29,80,64,56,76,89,34,66,41,62,73,83,96,10,25,31,84,3,30,39,22,60
BARMM,Pinadzangca PS,216582,Maguindanao II,Buldon West,14,82,44,45,63,47,21,69,49,36,45,14,75,36,68,81,46,57,28,22,39,37,56,24,13,15,73
BARMM,Central Oring Elementary School,216640,Maguindanao II,Buldon West,39,22,59,68,48,42,51,49,62,38,68,64,68,46,51,56,87,55,85,46,56,22,48,56,60,55,60
BARMM,Royod Elementary School,262501,Maguindanao II,Buldon West,65,64,83,75,15,53,37,56,67,91,55,67,77,57,40,77,29,45,41,84,60,70,37,30,60,60,57
BARMM,B. Gallego-Edcor NHS,305000,Maguindanao II,Buldon West,53,21,11,37,49,43,69,77,31,81,49,80,58,58,96,71,44,45,64,35,51,33,46,53,50,23,45
BARMM,Awang Elementary School,133985,Maguindanao II,DOS North,41,65,60,62,39,36,11,50,45,24,79,59,82,29,57,75,57,78,59,81,13,30,29,70,80,17,39
BARMM,Bitu Elementary School,133987,Maguindanao II,DOS North,44,79,21,62,82,57,55,47,58,47,8,47,41,35,14,53,32,56,35,52,45,13,54,37,54,72,34
BARMM,Broce CES,133988,Maguindanao II,DOS North,40,83,17,55,46,74,79,42,55,89,70,67,43,51,43,39,41,26,50,57,39,36,69,21,48,41,59
BARMM,Camp Siongco Elementary School,133989,Maguindanao II,DOS North,38,44,90,14,90,60,33,84,67,51,62,70,43,70,67,47,38,53,64,67,76,37,63,54,62,72,48
BARMM,Capiton Elementary School,133990,Maguindanao II,DOS North,34,30,66,25,45,26,22,44,5,35,33,16,17,29,58,35,64,51,50,22,91,75,64,86,46,49,39
BARMM,Datu Candido Andong Elementary School,133991,Maguindanao II,DOS North,83,80,87,80,54,31,10,64,89,47,42,32,46,58,50,61,22,64,11,71,48,54,95,61,23,36,32
BARMM,Datu Wampa Baraquir PS,133992,Maguindanao II,DOS North,32,59,14,59,47,55,73,63,77,37,78,35,64,53,50,46,23,26,63,77,55,23,71,37,55,50,40
BARMM,Dimapatoy PS,133993,Maguindanao II,DOS North,56,32,44,33,45,12,71,47,37,41,50,65,58,95,43,63,60,44,43,41,42,48,50,49,30,30,85
BARMM,Dinaig Elementary School,133994,Maguindanao II,DOS North,15,23,68,44,78,37,49,52,60,53,38,32,46,36,54,31,65,73,22,22,13,64,46,64,84,50,92
BARMM,Don A. Martinez Elementary School,133995,Maguindanao II,DOS North,84,41,77,47,27,57,19,95,26,49,5,48,37,21,83,22,62,84,45,40,53,34,84,54,38,53,21
BARMM,Kusiong Elementary School,133996,Maguindanao II,DOS North,43,49,54,56,79,97,100,58,56,45,51,62,71,36,87,10,60,81,38,34,41,53,55,42,39,62,42
BARMM,Labungan Elementary School,133997,Maguindanao II,DOS North,86,38,94,75,47,44,23,39,31,24,94,76,21,69,61,84,60,26,61,56,54,46,50,41,23,14,75
BARMM,Lasdan PS,133998,Maguindanao II,DOS North,27,61,67,28,61,50,38,63,41,58,85,55,47,81,14,67,59,43,75,42,54,18,62,76,29,46,44
BARMM,Lim Elementary School,133999,Maguindanao II,DOS North,56,39,37,87,70,23,86,70,35,17,72,85,66,34,58,78,76,64,54,2,53,38,64,8,30,51,45
BARMM,Linek Elementary School,134000,Maguindanao II,DOS North,6,44,70,7,83,64,19,23,22,13,87,63,59,46,57,63,41,62,18,42,61,44,63,31,56,61,33
BARMM,Margues Elementary School,134001,Maguindanao II,DOS North,92,67,59,39,83,46,79,48,52,53,77,28,49,77,35,86,84,43,45,89,15,50,21,47,64,41,67
BARMM,Mompong Elementary School,134002,Maguindanao II,DOS North,17,30,36,71,70,69,69,49,37,81,43,47,68,61,59,56,50,55,15,58,53,42,51,57,76,74,47
BARMM,Nabilan PS,134003,Maguindanao II,DOS North,90,26,78,81,67,64,26,19,58,80,22,61,93,19,34,39,12,42,34,67,15,42,35,61,37,46,40
BARMM,Paningusan Elementary School,134004,Maguindanao II,DOS North,52,59,67,32,10,45,14,54,36,38,38,82,59,66,76,44,84,75,10,26,40,45,60,58,33,87,75
BARMM,Tanuel Elementary School,134005,Maguindanao II,DOS North,81,13,55,64,58,86,65,11,52,36,64,36,30,24,48,79,27,52,28,65,43,32,51,55,43,68,55
BARMM,Tapian Elementary School,134006,Maguindanao II,DOS North,46,84,64,62,56,89,52,38,62,55,37,75,56,84,55,19,77,84,36,59,43,41,59,95,53,17,72
BARMM,Taviran Elementary School,134007,Maguindanao II,DOS North,57,56,35,21,59,79,42,25,57,78,46,37,17,56,77,33,29,47,62,16,44,75,28,64,52,75,53
BARMM,Tenorio Elementary School,134008,Maguindanao II,DOS North,76,35,24,53,88,76,54,29,61,54,43,66,41,34,51,54,81,80,58,54,58,76,56,10,36,80,79
BARMM,Dulangan Elementary School,216531,Maguindanao II,DOS North,63,24,29,70,56,32,43,52,53,47,35,57,19,54,50,51,84,35,91,73,31,72,33,37,67,28,43
BARMM,Tambak PS,216532,Maguindanao II,DOS North,77,55,33,37,52,84,76,44,76,44,47,10,31,12,66,69,48,45,75,59,28,19,49,37,56,69,33
BARMM,Camp Siongco NHS,305003,Maguindanao II,DOS North,23,77,14,38,64,38,55,24,92,71,47,37,30,52,92,58,91,13,58,61,37,34,93,26,43,58,41
BARMM,Sarilikha High School,305021,Maguindanao II,DOS North,43,49,74,28,71,71,52,72,19,41,53,56,48,23,52,34,20,68,69,40,96,22,39,64,24,63,34
BARMM,Datu Arnel Datukon NHS,318309,Maguindanao II,DOS North,65,70,42,33,41,61,81,70,76,31,26,80,39,70,51,34,18,43,11,59,74,28,47,50,35,99,50
BARMM,DULANGAN NATIONAL HIGH SCHOOL,318331,Maguindanao II,DOS North,47,28,70,62,80,43,59,66,52,62,61,73,39,41,53,57,80,68,80,91,75,88,7,69,7,68,22
BARMM,Bai Hanina S. Sinsuat NHS,324303,Maguindanao II,DOS North,97,58,34,42,36,70,53,72,49,44,39,26,67,33,65,79,35,54,66,50,7,14,63,43,33,59,34
BARMM,"Holy Life Jireh Learning center of Datu Odin Sinsuat, Inc.",408001,Maguindanao II,DOS North,48,83,54,44,31,83,75,30,49,38,70,19,34,58,29,27,90,42,54,27,53,75,75,48,45,42,73
BARMM,"Kampilan Learning Center, Inc.",408654,Maguindanao II,DOS North,94,11,47,60,63,49,52,12,33,32,84,48,66,12,85,49,41,58,30,28,37,43,60,72,49,55,64
BARMM,Montañer Institute of Learning Enhancement Center,408837,Maguindanao II,DOS North,52,48,61,45,31,67,85,21,41,49,57,46,72,38,44,52,54,18,56,62,38,26,20,74,62,53,97
BARMM,Divine Mercy Pre-School,408943,Maguindanao II,DOS North,36,60,29,60,53,71,72,34,90,53,46,64,47,13,59,43,46,41,46,46,39,11,69,34,65,58,74
BARMM,Shalom Educational and Development Center,409156,Maguindanao II,DOS North,10,40,57,37,49,74,63,40,62,20,52,65,93,56,42,9,70,49,32,75,86,56,57,39,83,70,91
BARMM,Kampilan Academy,476512,Maguindanao II,DOS North,52,79,53,69,83,27,59,81,62,49,16,43,66,24,69,63,54,71,65,83,60,46,69,40,89,48,61
BARMM,Madrasah Datu Manguda Timan,476522,Maguindanao II,DOS North,39,62,67,91,45,59,76,59,71,54,39,71,54,53,52,89,36,60,89,84,77,45,53,38,19,67,73
BARMM,Mindanao State University-Maguindanao Integrated Laboratory Science High School,600072,Maguindanao II,DOS North,57,86,56,74,56,17,53,76,26,64,74,27,12,16,14,69,85,44,43,58,16,25,71,45,98,54,52
BARMM,Ambolodto Elementary School,134009,Maguindanao II,DOS South,22,58,72,47,28,56,32,52,34,57,88,53,50,49,87,32,45,29,54,12,42,11,79,35,52,83,82
BARMM,Bagoenged Elementary School,134010,Maguindanao II,DOS South,50,51,52,51,34,29,5,40,59,22,48,61,34,29,46,31,79,34,60,27,17,85,69,51,98,33,29
BARMM,Datu Pinguiaman Elementary School,134011,Maguindanao II,DOS South,62,61,45,61,80,47,36,31,34,63,70,52,68,45,41,36,46,58,65,67,20,84,48,53,84,51,43
BARMM,Benolen Elementary School,134012,Maguindanao II,DOS South,72,41,71,69,67,64,42,70,53,75,41,30,45,56,57,13,36,46,48,51,69,24,53,24,74,38,25
BARMM,Bugawas Elementary School,134013,Maguindanao II,DOS South,76,45,65,52,78,66,66,22,34,15,59,54,26,24,34,72,65,14,52,26,22,97,58,56,71,26,54
BARMM,Datu Kiram Elementary School,134014,Maguindanao II,DOS South,30,71,71,38,13,45,49,63,59,47,32,67,46,56,31,67,32,75,59,40,28,65,29,28,33,72,13
BARMM,Dalican Pilot Elementary School,134015,Maguindanao II,DOS South,34,21,20,62,35,51,64,36,21,49,44,45,80,51,55,53,71,75,59,60,41,88,26,84,55,71,70
BARMM,Kinebeka Elementary School,134016,Maguindanao II,DOS South,37,51,34,64,23,51,31,65,54,28,18,63,56,86,51,93,74,48,72,53,52,59,62,8,44,77,41
BARMM,Kurintem Elementary School,134017,Maguindanao II,DOS South,47,50,39,68,71,47,48,13,45,75,25,46,65,42,46,52,27,38,53,61,21,53,20,42,29,91,38
BARMM,Neketan Elementary School,134018,Maguindanao II,DOS South,68,26,59,58,22,11,48,40,17,24,7,66,42,67,29,71,19,27,59,29,43,57,34,13,62,18,68
BARMM,Sifaran Elementary School,134019,Maguindanao II,DOS South,68,54,2,27,59,69,52,65,65,42,16,55,82,48,75,23,97,14,74,32,69,48,48,33,44,75,48
BARMM,Sapalan Elementary School,134020,Maguindanao II,DOS South,24,87,23,25,16,43,67,50,52,23,71,65,61,24,50,70,31,44,30,48,20,44,54,73,39,52,56
BARMM,Sibuto Elementary School,134021,Maguindanao II,DOS South,70,61,46,96,44,62,81,70,68,62,43,57,56,55,61,74,46,64,47,23,61,90,61,73,74,43,67
BARMM,Tinonggos Elementary School,134022,Maguindanao II,DOS South,50,51,25,69,50,56,59,56,34,74,52,44,61,38,20,77,34,56,67,79,52,62,11,17,40,30,79
BARMM,KAKAR PRIMARY SCHOOL,137152,Maguindanao II,DOS South,72,10,61,31,68,67,29,64,39,21,21,79,76,58,86,62,37,38,48,65,29,68,56,96,35,43,84
BARMM,Camp Ebrahim Sema Elementary School,216533,Maguindanao II,DOS South,80,61,44,44,50,38,43,67,64,58,77,38,84,67,8,25,94,41,51,38,34,47,39,23,48,55,31
BARMM,Datu Butocan Abas Elementary School,216602,Maguindanao II,DOS South,11,21,69,55,49,38,56,39,23,45,64,50,80,71,53,12,30,46,47,63,65,60,28,50,37,82,55
BARMM,Camp Ebrahim Sema National High School,305945,Maguindanao II,DOS South,45,18,67,82,37,83,91,58,33,61,35,52,72,16,62,78,78,59,58,50,50,56,87,9,72,46,43
BARMM,Datu Mantato National High School,326503,Maguindanao II,DOS South,72,44,41,54,85,39,75,36,61,50,55,21,75,58,16,48,44,70,51,81,27,78,30,62,81,73,38
BARMM,"Datu Odin Sinsuat Educational and Development Foundation, Inc.",409224,Maguindanao II,DOS South,42,48,85,73,20,67,67,53,28,39,58,33,50,58,8,36,84,49,36,48,57,10,54,76,50,54,65
BARMM,Sharif Awliya Academy,476503,Maguindanao II,DOS South,24,69,79,82,36,27,56,33,18,67,5,74,26,85,59,36,71,42,69,62,67,67,29,59,53,28,75
BARMM,Balong Elementary School,134024,Maguindanao II,Kabuntalan North,67,59,15,62,29,89,44,59,49,71,46,56,56,80,75,49,63,40,74,80,31,49,31,43,66,46,71
BARMM,Gayonga CES,134028,Maguindanao II,Kabuntalan North,58,62,27,29,48,71,26,28,54,83,56,83,39,60,50,54,70,44,35,58,54,52,47,79,30,82,56
BARMM,Libungan Elementary School,134031,Maguindanao II,Kabuntalan North,48,84,61,58,76,44,59,60,13,41,69,54,75,57,83,75,63,66,72,16,64,52,30,66,77,62,55
BARMM,Manampen Elementary School,134034,Maguindanao II,Kabuntalan North,52,71,33,85,94,43,4,80,53,57,50,42,20,56,39,44,84,53,55,68,42,47,17,51,47,68,49
BARMM,Montay Elementary  School,134035,Maguindanao II,Kabuntalan North,66,53,45,55,56,78,37,74,38,58,54,47,33,81,8,95,8,25,50,32,47,61,58,58,52,38,36
BARMM,Pananggalan PS,134037,Maguindanao II,Kabuntalan North,51,39,26,41,63,22,82,11,88,64,43,46,22,17,62,38,65,50,57,24,70,31,59,58,82,88,59
BARMM,Sabaken PS,134038,Maguindanao II,Kabuntalan North,27,58,33,95,45,45,35,70,83,29,67,60,79,25,15,45,29,36,57,53,50,85,31,46,67,77,57
BARMM,Tumaguinting Elementary School,134040,Maguindanao II,Kabuntalan North,74,28,61,54,76,4,59,62,53,66,44,31,50,44,44,67,17,38,52,28,47,25,9,63,81,15,61
BARMM,Guiawa Elementary School,216565,Maguindanao II,Kabuntalan North,60,35,37,39,54,71,58,66,17,25,74,46,73,41,37,80,39,58,72,54,45,43,50,85,48,51,86
BARMM,"Pablo Antipolo, Sr. Elementary School (Damatog PS)",216585,Maguindanao II,Kabuntalan North,28,81,77,89,82,96,57,66,63,35,25,72,28,30,82,32,65,29,94,51,32,86,15,20,16,58,79
BARMM,Pangambitan Elementary School,216607,Maguindanao II,Kabuntalan North,47,75,62,19,67,59,35,60,37,42,15,75,23,21,52,75,72,52,63,47,49,33,75,58,21,22,22
BARMM,Kabuluan Primary School,261502,Maguindanao II,Kabuntalan North,39,65,73,20,59,26,40,67,48,19,35,82,69,64,55,28,86,53,36,59,69,70,51,55,69,46,100
BARMM,Gayonga National High School,305008,Maguindanao II,Kabuntalan North,45,44,68,58,65,54,87,62,91,19,21,44,48,17,66,56,65,62,65,33,43,69,48,47,68,48,24
BARMM,Datu Alamanza Dilangalen NHS,318325,Maguindanao II,Kabuntalan North,35,28,25,50,77,70,58,42,50,66,34,51,76,49,46,23,80,55,59,55,60,48,70,35,57,41,63
BARMM,Bayanga Elementary School,134054,Maguindanao II,Matanog,34,42,32,52,31,40,84,74,69,92,56,54,49,36,40,51,36,98,26,3,42,73,44,36,80,51,48
BARMM,Cabaniacawan PS,134055,Maguindanao II,Matanog,59,36,29,20,35,55,68,59,78,46,66,77,57,44,38,40,60,32,2,13,9,55,19,32,55,57,49
BARMM,Cabugao PS,134056,Maguindanao II,Matanog,67,58,67,69,50,49,88,71,22,18,30,50,52,82,54,60,72,23,36,77,46,86,34,54,88,64,54
BARMM,Campo I Elementary School,134057,Maguindanao II,Matanog,74,48,56,29,40,24,22,59,33,47,49,21,26,54,86,42,67,30,21,86,82,44,49,42,42,78,32
BARMM,Ibay Elementary School,134059,Maguindanao II,Matanog,61,34,27,78,61,13,22,22,9,65,66,100,44,57,18,55,6,78,66,52,39,73,39,42,42,29,75
BARMM,Katubo Elementary School,134060,Maguindanao II,Matanog,24,46,57,53,37,72,34,43,72,50,37,27,62,71,65,55,32,86,86,69,44,77,54,47,75,51,51
BARMM,Kidama PS,134061,Maguindanao II,Matanog,87,54,44,62,47,73,54,49,18,77,13,10,49,56,57,56,81,86,39,96,51,52,31,31,30,80,24
BARMM,Langkong Elementary School,134062,Maguindanao II,Matanog,44,69,69,41,68,45,48,49,27,4,79,34,71,58,42,14,69,19,37,66,49,48,83,50,46,49,51
BARMM,Marantao PS,134063,Maguindanao II,Matanog,33,81,47,84,64,43,43,40,70,55,21,29,42,68,50,25,54,37,62,72,26,15,26,51,54,34,14
BARMM,Matanog CES,134064,Maguindanao II,Matanog,48,42,26,62,87,7,94,67,43,67,41,46,53,39,42,38,36,53,49,62,77,44,61,25,47,74,81
BARMM,Pangtoon Elementary School,134065,Maguindanao II,Matanog,24,63,55,49,35,47,77,35,86,33,60,50,67,49,39,38,50,54,64,59,11,20,63,52,25,69,67
BARMM,Pindulunan PS,134066,Maguindanao II,Matanog,52,32,80,63,80,94,26,35,55,19,36,79,73,93,87,61,54,51,47,49,85,98,6,84,45,78,81
BARMM,Sultan Mandayan Elementary School,134067,Maguindanao II,Matanog,70,70,29,67,51,14,43,60,47,37,48,52,65,26,40,25,40,44,82,71,24,67,61,19,53,38,49
BARMM,Lagaan PS,253003,Maguindanao II,Matanog,57,45,78,34,32,66,20,48,50,67,21,39,71,29,72,63,46,7,35,76,53,72,53,54,87,71,37
BARMM,Kulodan Elementary School,253010,Maguindanao II,Matanog,5,23,73,69,34,23,33,29,68,18,43,17,100,61,47,83,59,59,80,29,71,49,85,27,53,79,64
BARMM,Sarmiento Elementary School,262502,Maguindanao II,Matanog,45,26,51,49,55,56,69,29,28,17,87,61,82,9,47,39,62,73,21,19,87,60,64,74,19,62,52
BARMM,Matanog NHS,305016,Maguindanao II,Matanog,35,52,50,58,51,57,76,36,11,26,38,24,43,73,57,49,46,57,62,9,23,42,85,39,65,25,60
BARMM,Ibay NHS,326002,Maguindanao II,Matanog,38,31,73,97,43,41,57,46,85,64,33,59,26,83,58,22,24,36,6,28,73,61,43,25,50,33,39
BARMM,E. Molina Sr. Memo. Elementary School,134092,Maguindanao II,Parang North,74,41,92,82,42,66,78,41,75,36,55,33,23,65,22,84,63,43,39,49,88,36,92,22,87,25,61
BARMM,Lidasan Primary School,134096,Maguindanao II,Parang North,5,72,46,62,48,66,27,30,83,51,61,87,74,54,63,75,60,12,3,68,22,26,19,56,39,83,51
BARMM,Macarimbang-Alegado Memo. Elementary School,134098,Maguindanao II,Parang North,39,34,65,77,54,55,85,63,52,44,47,16,48,25,60,74,32,89,49,31,91,40,56,37,56,27,81
BARMM,Macasandag Elementary School,134099,Maguindanao II,Parang North,84,49,31,43,85,59,63,30,72,71,23,64,41,40,77,68,30,45,11,49,44,59,76,58,32,71,66
BARMM,Making Elementary School,134100,Maguindanao II,Parang North,52,59,14,41,63,40,67,31,97,19,27,61,74,19,45,23,37,93,44,34,42,54,18,63,71,86,46
BARMM,Miramar Elementary School,134101,Maguindanao II,Parang North,44,25,45,44,55,44,56,75,38,97,48,63,42,49,44,55,52,74,51,26,26,31,67,16,63,36,57
BARMM,Parang Central Elementary School,134102,Maguindanao II,Parang North,31,73,66,68,46,53,63,9,59,13,30,20,52,55,12,21,67,53,45,32,52,35,68,44,78,88,36
BARMM,Parang National High School,305018,Maguindanao II,Parang North,23,51,45,57,24,14,17,15,97,74,5,65,74,60,51,78,69,51,82,91,40,55,70,66,67,45,36
BARMM,Making Integrated Vocational & Technology High School,326001,Maguindanao II,Parang North,41,19,20,41,33,74,17,40,58,72,69,52,53,66,30,45,34,59,50,51,64,46,64,44,65,29,39
BARMM,Notre Dame of Parang,406072,Maguindanao II,Parang North,50,12,49,46,32,51,71,42,63,73,50,30,46,52,44,45,48,39,47,55,54,28,71,79,66,48,31
BARMM,"Hadassa Grace Learning Center, Inc.",408653,Maguindanao II,Parang North,27,31,38,56,18,23,88,49,84,52,74,39,70,67,48,48,53,34,44,36,31,64,21,27,65,53,65
BARMM,"Joyful Kids Learning Center of Parang, Inc.",408656,Maguindanao II,Parang North,67,46,28,55,24,60,73,61,66,53,49,50,8,43,21,17,31,55,43,67,34,46,54,17,59,19,10
BARMM,"Police Regional Office ARMM Kidergarten School, Inc.",408941,Maguindanao II,Parang North,16,64,50,44,66,10,38,43,33,39,22,45,47,45,65,25,93,57,53,59,56,32,12,29,71,49,75
BARMM,"The Easter Joy School, Inc.",476508,Maguindanao II,Parang North,7,63,60,50,47,34,89,63,65,32,42,81,46,73,79,96,86,71,33,24,24,27,32,78,59,74,12
BARMM,Guiday T. Biruar Elementary School,134106,Maguindanao II,Parang South,37,36,75,58,69,44,34,79,44,49,35,40,26,53,68,59,63,63,57,23,53,20,41,46,31,56,85
BARMM,Guinaid Guiani Mem. Elementary School,134107,Maguindanao II,Parang South,41,35,98,46,18,25,32,70,58,11,25,54,88,18,25,65,66,53,58,30,62,28,31,58,43,4,44
BARMM,Marigalupa Elementary School,134108,Maguindanao II,Parang South,79,42,10,44,80,35,41,45,58,73,56,67,54,52,33,51,50,31,59,3,27,33,38,67,35,38,23
BARMM,Saliguidan Mem. Elementary School,134111,Maguindanao II,Parang South,63,48,64,80,61,50,70,82,56,79,74,36,72,3,90,27,73,58,58,65,38,48,51,74,81,73,58
BARMM,Sarmiento CES,134113,Maguindanao II,Parang South,75,75,40,58,77,52,42,60,38,49,37,37,55,32,62,71,74,17,75,83,37,69,35,60,28,20,93
BARMM,Sarmiento West Elementary School,134114,Maguindanao II,Parang South,58,53,40,67,60,35,39,64,92,49,65,42,46,29,65,38,85,54,7,77,46,49,43,85,53,42,54
BARMM,Timbangan Elementary School,134115,Maguindanao II,Parang South,35,39,49,11,52,30,36,54,40,35,62,75,53,62,77,59,39,39,57,34,44,18,30,87,56,56,49
BARMM,ARMM Regional Science High School,305015,Maguindanao II,Parang South,52,59,43,69,63,37,48,71,54,65,69,75,59,20,51,51,47,72,46,89,69,84,66,22,54,87,55
BARMM,Amir Bara Lidasan NHS,305017,Maguindanao II,Parang South,32,58,40,42,63,44,42,19,42,17,56,51,64,72,58,15,86,47,89,19,72,18,14,55,24,12,16
BARMM,"Notre Dame of Sarmiento, Inc.",406073,Maguindanao II,Parang South,46,38,73,43,24,64,47,26,47,75,91,61,65,54,32,52,25,47,35,83,48,26,48,68,78,53,41
BARMM,Christian Gathering Learning Center - Sarmiento,408942,Maguindanao II,Parang South,51,37,85,65,83,54,46,55,53,39,26,48,43,33,46,13,67,66,88,23,59,56,72,43,57,27,57
BARMM,Shariff Kabunsuan College,409612,Maguindanao II,Parang South,85,67,78,67,32,46,55,53,84,21,54,39,74,41,66,44,68,37,40,47,59,13,66,53,18,41,37
BARMM,Southern Baptist Learning Center,476517,Maguindanao II,Parang South,51,72,63,55,42,55,68,45,78,65,8,82,58,60,69,67,65,32,45,53,46,37,56,63,13,34,98
BARMM,Bulibod Elementary School,134138,Maguindanao II,Sultan Kudarat I,39,29,48,24,9,43,23,43,16,19,65,19,71,67,34,51,57,40,34,22,58,23,54,55,56,43,63
BARMM,Datu Manguda Mangilay Elementary School,134139,Maguindanao II,Sultan Kudarat I,45,34,37,12,55,76,46,36,47,45,52,98,48,33,52,71,73,51,12,67,48,88,41,19,36,7,59
BARMM,Datu Mulok Elementary School,134140,Maguindanao II,Sultan Kudarat I,26,37,63,21,48,48,57,55,54,43,59,53,55,18,79,81,53,42,15,93,34,35,71,77,33,56,41
BARMM,Dalumangcob PS,134141,Maguindanao II,Sultan Kudarat I,47,64,84,21,28,29,36,75,36,81,81,9,50,42,7,34,53,47,16,58,43,61,24,93,66,27,96
BARMM,Hadji Edza Memo. Elementary School.,134142,Maguindanao II,Sultan Kudarat I,58,74,36,70,38,35,47,41,80,13,48,63,59,66,9,55,56,54,38,22,56,35,75,26,46,57,29
BARMM,Kapimpilan Elementary School,134145,Maguindanao II,Sultan Kudarat I,72,78,67,46,55,53,80,74,51,20,61,66,26,41,51,40,39,92,29,17,67,70,53,75,86,86,59
BARMM,Maguindanaon Elementary School,134147,Maguindanao II,Sultan Kudarat I,52,43,61,45,49,85,15,48,84,68,32,36,28,71,46,43,19,71,53,83,27,43,58,71,28,41,65
BARMM,Maidapa PS,134148,Maguindanao II,Sultan Kudarat I,62,67,37,37,78,32,69,47,69,55,69,55,45,61,26,36,44,24,26,41,54,56,62,50,27,64,92
BARMM,Nuling CES,134150,Maguindanao II,Sultan Kudarat I,37,24,49,21,60,20,47,82,77,44,72,48,51,28,81,76,22,63,71,68,67,93,61,16,66,29,49
BARMM,Paiguan Elementary School,134151,Maguindanao II,Sultan Kudarat I,61,68,37,33,58,34,48,80,80,51,73,61,54,71,76,53,23,50,37,72,50,78,48,85,76,81,65
BARMM,Pinaring Elementary School,134153,Maguindanao II,Sultan Kudarat I,47,60,33,72,13,94,95,41,82,48,55,59,92,27,78,51,48,55,15,18,61,25,58,48,76,79,34
BARMM,Raguisi PS,134154,Maguindanao II,Sultan Kudarat I,48,22,66,55,58,9,40,33,69,34,22,37,41,62,48,14,46,48,37,35,19,16,18,15,74,58,39
BARMM,Rebuken Elementary School,134155,Maguindanao II,Sultan Kudarat I,59,40,54,38,44,28,15,66,55,40,36,57,55,67,42,50,38,59,57,41,59,62,51,88,78,77,65
BARMM,Sandakan Elementary School,134156,Maguindanao II,Sultan Kudarat I,26,45,51,64,51,54,75,23,41,87,70,54,56,58,49,42,41,46,24,82,91,69,50,51,82,10,27
BARMM,Ungap PS,134157,Maguindanao II,Sultan Kudarat I,70,71,18,45,56,30,11,20,53,81,44,60,84,31,47,79,51,74,43,78,65,82,89,84,74,89,35
BARMM,Senditan PS,216558,Maguindanao II,Sultan Kudarat I,32,62,21,52,86,89,81,46,35,75,88,28,35,59,12,62,31,7,50,88,45,29,48,84,53,29,53
BARMM,Sultan Kudarat NHS,305024,Maguindanao II,Sultan Kudarat I,31,34,35,56,76,70,65,63,43,62,68,34,22,47,31,28,54,56,46,52,49,53,46,46,28,40,58
BARMM,Datu Usngan S. Mastura NHS,318301,Maguindanao II,Sultan Kudarat I,76,58,48,88,90,33,27,42,47,23,50,75,26,67,11,80,33,52,26,85,68,27,21,36,47,49,32
BARMM,Nuling National High School,318326,Maguindanao II,Sultan Kudarat I,35,61,71,56,91,89,38,6,68,40,46,19,69,50,25,40,27,84,69,34,69,16,75,70,31,74,40
