Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
BARMM,Maguindanao II,Upi North,134219,Bugabungan Elementary School,MAGUINDANAO,UPI,1st District,BUGABUNGAN,Public,DepED Managed,School with no Annexes,Purely ES,31,43,22,49,49,15,1,35,32,14,50,3,35,36,31,35,2,50,13,33,33,19,2,32,24,6,16,36,28,11,41,3,6,23,22,37,39,2,11,28,45,11,50,18,42,31,28,25,3,17,14,41,34,26,47,2,35,40
BARMM,Maguindanao II,Upi North,134220,Borongotan Elementary School,MAGUINDANAO,UPI,1st District,BORONGOTAN,Public,DepED Managed,School with no Annexes,Purely ES,6,25,41,15,23,37,4,28,20,21,26,49,47,28,23,49,45,15,4,3,29,28,3,24,41,42,12,22,23,25,46,22,27,35,15,39,20,38,21,23,10,22,45,38,32,9,15,8,23,38,7,41,45,8,34,41,5,33
BARMM,Maguindanao II,Upi North,134221,Darugao Elementary School,MAGUINDANAO,UPI,1st District,DARUGAO,Public,DepED Managed,School with no Annexes,Purely ES,1,16,36,43,32,35,42,24,20,35,25,6,33,45,28,31,48,36,42,43,26,38,8,21,26,21,11,11,45,21,14,37,24,37,9,12,28,36,17,28,28,41,47,31,7,38,1,22,42,20,11,39,5,14,5,31,11,41
BARMM,Maguindanao II,Upi North,134222,F. Besas Sr. Elementary School,MAGUINDANAO,UPI,1st District,BLENSONG,Public,DepED Managed,School with no Annexes,Purely ES,23,13,19,1,12,42,33,38,47,27,18,39,31,25,2,35,2,31,8,44,44,23,39,28,47,37,37,18,18,9,28,37,4,5,4,4,49,25,50,47,29,10,25,49,31,38,7,12,50,36,44,10,19,19,18,2,17,32
BARMM,Maguindanao II,Upi North,134223,Fantil Elementary School,MAGUINDANAO,UPI,1st District,BAYABAS,Public,DepED Managed,School with no Annexes,Purely ES,10,8,26,12,38,43,48,46,47,8,2,15,48,41,17,47,1,31,42,23,5,18,38,41,6,2,15,48,21,27,35,33,38,35,19,48,38,9,7,14,49,18,29,21,8,36,26,46,49,40,43,23,5,4,3,32,27,41
BARMM,Maguindanao II,Upi North,134224,Gamek Elementary School,MAGUINDANAO,UPI,1st District,TINUNGKAAN,Public,DepED Managed,School with no Annexes,Purely ES,4,23,13,22,8,27,44,24,11,17,16,36,37,24,1,46,33,42,31,49,28,45,29,37,19,18,7,22,31,37,3,33,37,9,10,8,13,26,42,40,3,27,17,40,16,41,47,17,1,22,20,23,27,15,10,5,17,34
BARMM,Maguindanao II,Upi North,134225,Kabakaba Elementary School,MAGUINDANAO,UPI,1st District,KABAKABA,Public,DepED Managed,School with no Annexes,Purely ES,29,16,19,41,5,23,35,26,19,22,46,7,39,18,36,49,45,40,15,17,11,14,1,33,44,19,15,29,43,3,50,25,44,17,31,12,50,47,18,23,20,13,34,30,9,29,6,39,50,15,32,36,14,7,27,27,40,31
BARMM,Maguindanao II,Upi North,134226,Kabugkabug Elementary School,MAGUINDANAO,UPI,1st District,REMPES,Public,DepED Managed,School with no Annexes,Purely ES,31,16,38,13,27,39,3,4,33,7,39,18,49,38,34,48,43,7,43,13,16,41,26,40,4,19,8,19,2,1,2,13,43,44,13,15,38,22,50,12,37,27,33,40,10,31,2,44,33,22,29,47,43,45,33,29,18,49
BARMM,Maguindanao II,Upi North,134227,Kabutoyen Elementary School,MAGUINDANAO,UPI,1st District,BLENSONG,Public,DepED Managed,School with no Annexes,Purely ES,6,1,17,50,3,11,24,15,11,40,48,24,17,24,34,26,26,4,30,18,46,9,26,11,19,2,33,17,3,6,40,41,50,31,32,24,19,3,12,49,16,47,13,7,47,22,21,16,47,46,16,2,29,28,32,20,41,15
BARMM,Maguindanao II,Upi North,134228,Kamonsawi Elementary School,MAGUINDANAO,UPI,1st District,NANGI,Public,DepED Managed,School with no Annexes,Purely ES,8,23,22,1,3,28,7,37,41,4,36,9,35,33,29,2,50,31,49,14,21,22,38,29,42,20,20,16,5,48,47,22,43,35,42,19,36,40,11,18,42,19,37,38,38,3,43,15,14,39,2,6,1,18,50,27,9,44
BARMM,Maguindanao II,Upi North,134229,Kapilit Elementary School,MAGUINDANAO,UPI,1st District,BLENSONG,Public,DepED Managed,School with no Annexes,Purely ES,12,23,23,31,19,34,28,5,39,27,15,4,44,31,20,18,23,19,14,20,43,41,24,29,12,29,39,31,20,16,9,38,47,26,42,5,26,28,14,36,13,23,36,24,3,49,37,41,47,43,49,30,39,19,30,16,4,34
BARMM,Maguindanao II,Upi North,134230,Katiguesen Elementary School,MAGUINDANAO,UPI,1st District,KIBUCAY,Public,DepED Managed,School with no Annexes,Purely ES,2,17,45,7,7,45,3,36,16,3,21,49,25,30,1,9,49,18,42,29,41,29,21,22,7,25,18,17,30,25,27,39,28,50,17,47,14,33,45,10,35,17,20,30,40,15,40,1,30,16,28,29,15,20,31,6,2,46
BARMM,Maguindanao II,Upi North,134231,Kibleg Elementary School,MAGUINDANAO,UPI,1st District,KIBLEG,Public,DepED Managed,School with no Annexes,Purely ES,43,27,30,40,36,8,8,28,35,25,30,21,13,12,13,26,25,45,14,5,30,29,5,18,31,12,29,20,28,27,19,24,21,26,1,3,9,37,6,32,7,41,47,19,42,10,28,31,40,10,21,16,33,24,10,10,9,5
BARMM,Maguindanao II,Upi North,134232,Kindal Elementary School,MAGUINDANAO,UPI,1st District,KIBLEG,Public,DepED Managed,School with no Annexes,Purely ES,8,42,21,34,41,8,32,46,1,14,37,40,9,33,6,42,37,2,39,41,4,39,25,43,24,43,28,1,12,25,20,44,45,2,26,9,33,36,2,37,32,8,6,41,14,21,7,21,18,38,14,20,40,19,47,42,38,15
BARMM,Maguindanao II,Upi North,134233,Mirab Elementary School,MAGUINDANAO,UPI,1st District,MIRAB,Public,DepED Managed,School with no Annexes,Purely ES,33,6,17,15,4,49,42,1,8,43,39,17,45,34,40,30,36,49,49,2,39,29,7,40,7,4,6,8,29,40,22,48,12,2,4,20,9,21,23,38,33,23,29,39,50,44,44,33,31,7,39,12,20,3,45,42,26,5
BARMM,Maguindanao II,Upi North,134234,Nuro CES,MAGUINDANAO,UPI,1st District,NURO POBLACION,Public,DepED Managed,School with no Annexes,Purely ES,17,11,4,20,44,49,9,50,11,26,28,20,39,29,35,40,39,2,33,28,7,20,3,42,8,20,37,33,11,39,43,11,21,19,45,26,39,27,6,43,44,50,19,46,35,47,26,48,48,26,4,23,37,50,32,41,5,28
BARMM,Maguindanao II,Upi North,134235,Passi Elementary School,MAGUINDANAO,UPI,1st District,TINUNGKAAN,Public,DepED Managed,School with no Annexes,Purely ES,33,15,21,13,14,38,30,27,31,41,19,16,8,22,25,4,16,40,25,45,37,36,24,35,17,15,17,45,43,11,11,26,22,48,41,37,13,44,13,37,2,36,37,2,30,11,33,10,14,47,41,36,50,19,31,40,18,19
BARMM,Maguindanao II,Upi North,134236,Pedro C. Dolores Elementary School,MAGUINDANAO,UPI,1st District,NANGI,Public,DepED Managed,School with no Annexes,Purely ES,4,12,14,13,45,13,15,10,35,41,21,6,31,20,26,41,39,46,17,1,35,39,2,37,47,47,50,3,37,11,16,12,4,4,15,17,9,15,5,29,7,14,26,33,18,22,33,25,18,31,43,13,4,29,12,19,32,10
BARMM,Maguindanao II,Upi North,134237,Ranao Pilayan Elementary School,MAGUINDANAO,UPI,1st District,RANAO PILAYAN,Public,DepED Managed,School with no Annexes,Purely ES,25,23,7,38,25,7,34,24,6,50,46,21,24,33,45,20,46,2,19,17,43,44,31,48,46,31,41,21,19,21,11,26,9,33,3,12,50,49,38,28,38,22,2,48,3,31,37,19,8,10,41,46,23,6,22,22,35,5
BARMM,Maguindanao II,Upi North,134238,Renti Elementary School,MAGUINDANAO,UPI,1st District,RENTI,Public,DepED Managed,School with no Annexes,Purely ES,12,28,19,9,24,48,43,25,40,23,48,15,24,30,41,10,4,36,32,7,20,19,8,43,10,8,15,50,40,4,19,46,12,6,47,45,25,26,32,32,12,21,37,36,34,24,45,23,24,34,30,13,34,27,7,10,30,26
BARMM,Maguindanao II,Upi North,134239,S. Midal PS,MAGUINDANAO,UPI,1st District,TINUNGKAAN,Public,DepED Managed,School with no Annexes,Purely ES,43,50,16,28,8,28,17,31,16,44,11,29,15,28,37,35,15,43,16,26,33,26,13,41,50,50,5,18,47,35,36,23,22,12,36,30,13,10,14,12,28,24,43,22,9,18,10,47,10,3,41,34,42,36,39,15,26,9
BARMM,Maguindanao II,Upi North,134240,Sefegefen Elementary School,MAGUINDANAO,UPI,1st District,SEFEGEFEN,Public,DepED Managed,School with no Annexes,Purely ES,28,31,11,15,8,37,20,21,16,4,5,36,45,35,39,32,39,36,14,47,30,27,8,36,22,50,24,22,33,23,10,44,29,35,36,25,23,9,42,29,23,19,35,26,39,43,43,29,25,5,10,25,28,43,49,40,15,36
BARMM,Maguindanao II,Upi North,134241,Tenongol Elementary School,MAGUINDANAO,UPI,1st District,DARUGAO,Public,DepED Managed,School with no Annexes,Purely ES,2,14,1,31,17,1,48,2,48,5,28,38,21,50,4,37,33,47,9,18,41,3,29,30,1,13,15,44,39,25,33,12,5,34,29,1,14,46,36,33,2,49,40,49,21,5,15,21,5,1,7,34,12,9,45,5,32,46
BARMM,Maguindanao II,Upi North,134242,Tudok Mamot Elementary School,MAGUINDANAO,UPI,1st District,DARUGAO,Public,DepED Managed,School with no Annexes,Purely ES,32,41,48,20,35,14,48,3,3,1,20,36,14,32,3,21,42,15,11,12,15,4,1,31,10,18,18,44,28,48,5,34,50,45,7,41,27,26,43,29,2,21,46,47,1,27,36,45,4,49,9,48,50,16,38,37,23,30
BARMM,Maguindanao II,Upi North,302101,Kibucay National High School,MAGUINDANAO,UPI,2nd District,KIBUCAY,Public,DepED Managed,Mother school,Purely JHS,32,13,13,37,43,45,27,27,12,47,8,49,28,41,26,1,28,29,23,42,34,39,11,9,45,43,8,24,13,21,26,27,9,28,23,13,44,13,5,11,35,10,31,6,22,40,20,43,3,29,23,7,10,16,34,26,15,27
BARMM,Maguindanao II,Upi North,305019,Dr. Bernabe G. De La Fuente Sr. NHS,MAGUINDANAO,UPI,1st District,REMPES,Public,DepED Managed,School with no Annexes,JHS with SHS,48,19,48,26,12,5,5,2,12,31,13,46,46,33,19,29,40,36,34,38,50,40,40,17,10,9,38,35,39,34,38,20,50,5,14,44,4,37,3,9,49,42,9,10,19,14,25,30,46,7,12,38,38,1,35,47,31,50
BARMM,Maguindanao II,Upi North,318311,Bugabungan NHS,MAGUINDANAO,UPI,1st District,BUGABUNGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,36,32,17,22,41,27,15,47,28,20,11,12,19,11,32,3,20,6,27,14,3,44,1,1,21,24,31,50,15,25,17,25,14,8,9,40,15,14,37,2,39,48,42,7,13,8,41,6,37,1,49,19,36,18,44,37,45,6
BARMM,Maguindanao II,Upi North,318337,Nangi National High School,MAGUINDANAO,UPI,1st District,NANGI,Public,DepED Managed,School with no Annexes,Purely JHS,13,9,28,34,26,25,46,15,5,32,4,11,32,15,3,40,27,26,46,33,42,1,16,6,38,17,26,9,13,34,14,33,30,14,14,30,7,40,15,22,37,37,17,39,18,35,14,27,25,16,23,11,1,11,25,32,35,12
BARMM,Maguindanao II,Upi North,324301,Upi Agricultural School,MAGUINDANAO,UPI,1st District,NURO POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,14,22,37,45,44,16,24,36,47,36,47,13,20,47,10,45,16,12,19,32,45,42,28,17,9,42,6,36,45,12,24,6,33,3,50,48,13,34,41,36,23,16,8,41,26,6,11,20,24,32,24,23,9,47,28,6,48,9
BARMM,Maguindanao II,Upi North,326003,Samad Sumail NHS,MAGUINDANAO,UPI,1st District,GANASI,Public,DepED Managed,School with no Annexes,Purely JHS,25,10,10,7,47,5,28,1,14,28,5,33,24,43,44,5,12,8,7,22,23,15,24,10,27,44,1,27,22,5,24,21,40,29,12,9,4,27,1,21,24,28,3,19,22,10,16,5,31,22,5,23,30,5,33,38,6,9
BARMM,Maguindanao II,Upi North,406074,Notre Dame of Upi. Inc.,MAGUINDANAO,UPI,1st District,NURO POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,18,45,1,7,7,20,37,2,36,4,11,45,18,30,3,12,1,14,8,1,27,46,4,36,9,36,34,40,27,41,48,38,21,23,30,10,26,24,13,22,14,29,41,21,14,26,7,28,22,15,42,35,11,22,46,47,19,18
BARMM,Maguindanao II,Upi North,406075,"ST. FRANCIS EPISCOPAL SCHOOL of UPI, INC.",MAGUINDANAO,UPI,1st District,NURO POBLACION,Private,Sectarian ,School with no Annexes,All Offering,24,43,9,29,34,41,40,19,14,1,6,19,1,11,46,33,39,8,15,37,47,22,30,39,28,30,13,15,40,47,37,3,13,29,27,8,22,12,43,46,30,4,13,41,1,9,26,28,45,48,2,8,21,34,34,49,33,45
BARMM,Maguindanao II,Upi North,408895,"Alabat Islamic Institute, Inc.",MAGUINDANAO,UPI,1st District,KIBLEG,Private,Sectarian ,School with no Annexes,Purely ES,27,18,17,1,40,48,46,24,18,5,29,4,19,39,11,32,18,47,10,8,30,4,20,44,14,50,8,20,9,16,2,22,37,26,25,43,33,17,18,33,49,26,24,40,30,40,50,13,18,11,32,2,30,9,1,44,38,12
BARMM,Maguindanao II,Upi North,476509,"Joy Alliance Educational Center, Inc",MAGUINDANAO,UPI,1st District,NURO POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely ES,49,48,45,15,27,27,36,18,41,20,2,25,47,14,29,28,16,49,20,3,40,43,22,4,41,2,9,44,4,17,36,15,9,39,46,2,27,44,20,24,7,29,46,4,17,31,48,49,26,9,20,39,34,25,19,41,40,33
BARMM,Maguindanao II,Upi West,134273,Blala Elementary School,MAGUINDANAO,UPI,1st District,RENEDE,Public,DepED Managed,School with no Annexes,Purely ES,29,24,15,14,34,39,44,33,46,33,33,30,39,10,12,24,43,38,9,26,46,34,3,44,15,45,18,19,5,35,28,5,1,23,7,8,46,21,15,37,31,5,10,41,44,33,42,27,33,8,18,8,1,7,40,3,5,49
BARMM,Maguindanao II,Upi West,134277,"Don F. Blanco, Sr. Elementary School",MAGUINDANAO,UPI,1st District,KINITAN (KINITAAN),Public,DepED Managed,School with no Annexes,Purely ES,9,11,21,9,17,49,32,32,8,21,28,8,36,23,4,9,12,10,19,48,34,27,13,23,37,29,24,28,39,7,5,24,19,29,25,37,35,16,10,25,46,40,12,30,14,11,10,24,30,20,12,44,48,39,43,14,11,4
BARMM,Maguindanao II,Upi West,134278,Kiga Elementary School,MAGUINDANAO,UPI,1st District,KIGA,Public,DepED Managed,School with no Annexes,Purely ES,31,7,30,14,38,43,19,16,2,28,46,20,19,33,15,30,26,6,48,24,48,43,48,31,20,32,19,18,23,2,24,32,11,20,35,37,2,6,15,25,38,29,23,10,7,49,7,2,2,8,27,49,25,16,27,43,11,6
BARMM,Maguindanao II,Upi West,134280,Lahangkeb Elementary School,MAGUINDANAO,UPI,1st District,REMPES,Public,DepED Managed,School with no Annexes,Purely ES,28,32,47,1,49,47,12,29,50,40,49,6,26,17,33,38,50,48,27,2,19,45,23,31,22,23,50,10,41,33,44,31,18,23,2,7,42,10,2,8,28,47,28,4,43,44,15,17,16,11,9,40,17,22,9,30,29,35
BARMM,Maguindanao II,Upi West,134285,Carlos Palindac Elementary School,MAGUINDANAO,UPI,1st District,BUNGCOG,Public,DepED Managed,School with no Annexes,Purely ES,24,9,28,48,28,32,16,47,14,17,6,36,37,41,13,30,50,39,26,15,10,45,33,50,20,49,17,50,1,23,50,1,18,44,38,24,47,45,14,43,23,32,44,7,12,35,26,45,40,26,19,29,46,43,48,9,36,37
BARMM,Maguindanao II,Upi West,134289,Sabaken Central Elementary School,MAGUINDANAO,UPI,1st District,BUNGCOG,Public,DepED Managed,School with no Annexes,Purely ES,33,36,9,27,32,50,12,21,47,5,4,11,41,33,27,48,26,39,42,23,38,27,8,19,30,25,14,19,22,21,42,18,38,41,37,15,50,40,41,27,4,46,4,3,50,45,21,2,9,1,11,38,17,16,39,48,27,21
BARMM,Maguindanao II,Upi West,134293,Tinindanan Elementary School,MAGUINDANAO,UPI,1st District,REMPES,Public,DepED Managed,School with no Annexes,Purely ES,1,14,12,18,16,35,49,25,25,28,10,40,41,45,39,37,40,10,21,42,48,15,30,46,33,9,50,15,32,15,28,35,21,37,24,6,6,36,16,21,33,29,12,9,18,27,5,42,46,44,25,39,3,9,40,39,30,29
BARMM,Maguindanao II,Upi West,318327,Sabaken National High School,MAGUINDANAO,UPI,1st District,BUNGCOG,Public,DepED Managed,School with no Annexes,Purely JHS,14,41,12,25,8,33,3,11,38,50,32,47,39,28,28,14,17,18,42,32,31,32,23,9,11,46,26,28,5,46,6,34,50,43,35,48,24,3,39,35,12,34,27,36,8,18,5,26,19,19,10,21,11,38,29,33,29,6
BARMM,Maguindanao II,Buldon East,133913,Baguiangen Elementary School,MAGUINDANAO,BULDON,1st District,KARIM,Public,DepED Managed,School with no Annexes,Purely ES,45,28,4,35,26,46,24,3,38,34,12,16,26,26,16,2,27,5,8,16,33,12,43,14,13,14,29,26,45,9,31,14,15,22,26,10,11,4,13,42,3,49,48,41,8,29,5,30,24,29,9,18,8,18,32,8,4,37
BARMM,Maguindanao II,Buldon East,133915,Central Edcor Elementary School,MAGUINDANAO,BULDON,1st District,DINGANEN,Public,DepED Managed,School with no Annexes,Purely ES,35,25,32,16,35,13,47,16,32,21,4,28,23,18,8,48,47,11,6,1,27,5,43,39,33,28,27,16,4,15,18,32,47,40,29,34,43,40,41,18,11,41,13,45,40,32,31,49,21,1,32,30,41,12,45,19,31,5
BARMM,Maguindanao II,Buldon East,133916,Dinganen Central Elementary School,MAGUINDANAO,BULDON,1st District,DINGANEN,Public,DepED Managed,School with no Annexes,Purely ES,39,39,50,3,19,15,7,49,49,28,39,35,7,35,1,28,18,23,5,20,32,7,27,35,25,39,22,44,10,28,16,26,20,39,42,33,23,26,36,11,45,33,50,17,30,21,29,23,21,30,8,2,5,23,17,5,9,48
BARMM,Maguindanao II,Buldon East,133919,Karim Elementary School,MAGUINDANAO,BULDON,1st District,KARIM,Public,DepED Managed,School with no Annexes,Purely ES,20,34,27,4,17,48,49,44,19,11,18,45,16,18,27,18,50,13,47,27,45,22,1,27,22,25,19,22,41,17,39,48,26,49,47,42,23,47,37,48,9,27,5,41,29,8,16,6,11,40,35,11,12,11,36,45,17,50
BARMM,Maguindanao II,Buldon East,133920,Kulimpang Elementary School,MAGUINDANAO,BULDON,1st District,KULIMPANG,Public,DepED Managed,School with no Annexes,Purely ES,5,8,32,39,42,26,8,32,49,27,50,45,22,7,1,3,10,48,47,24,15,36,1,46,13,4,12,31,36,45,43,39,37,2,33,16,5,47,26,21,23,38,50,5,24,30,26,5,42,8,30,22,33,30,34,15,44,1
BARMM,Maguindanao II,Buldon East,133921,Lower Dinganen PS,MAGUINDANAO,BULDON,1st District,DINGANEN,Public,DepED Managed,School with no Annexes,Purely ES,4,31,11,18,38,11,34,36,42,29,36,27,6,48,19,26,48,31,30,14,2,3,44,38,3,35,15,32,19,21,2,47,8,4,19,29,18,11,9,36,46,18,20,20,35,20,12,11,5,4,23,39,16,11,44,49,31,20
BARMM,Maguindanao II,Buldon East,133925,Nuyo Elementary School,MAGUINDANAO,BULDON,1st District,NUYO,Public,DepED Managed,School with no Annexes,Purely ES,28,19,32,19,36,10,28,49,26,39,8,16,32,13,23,38,27,5,18,24,49,43,36,14,5,5,3,36,11,17,20,38,27,25,42,40,11,33,41,20,5,3,7,29,4,45,6,31,12,12,34,31,22,6,7,33,23,16
BARMM,Maguindanao II,Buldon East,133929,Potri Dabaleig Elementary School,MAGUINDANAO,BULDON,1st District,KULIMPANG,Public,DepED Managed,School with no Annexes,Purely ES,11,48,36,6,41,35,11,3,12,33,1,15,38,11,7,40,3,37,11,35,2,47,41,8,3,5,12,24,23,28,14,50,2,28,10,44,28,1,45,48,21,42,15,43,41,13,18,23,23,15,45,13,25,45,36,22,12,13
BARMM,Maguindanao II,Buldon East,216524,Ampuan Elementary School,MAGUINDANAO,BULDON,1st District,AMPUAN,Public,DepED Managed,School with no Annexes,Purely ES,42,47,50,47,26,20,44,29,42,11,8,9,43,28,8,42,28,47,9,36,45,47,33,11,9,13,19,37,46,35,10,9,24,5,38,28,24,15,10,7,50,45,31,9,20,20,39,4,27,1,22,16,18,9,38,22,17,21
BARMM,Maguindanao II,Buldon East,216578,Datu Abolais A. Manalao Elementary School,MAGUINDANAO,BULDON,1st District,DINGANEN,Public,DepED Managed,School with no Annexes,Purely ES,6,25,34,2,28,4,8,49,38,16,18,15,30,33,29,45,48,37,34,11,28,20,12,14,11,9,25,1,21,36,4,11,8,18,44,14,33,8,27,8,24,19,38,42,37,30,7,32,2,24,34,34,26,38,43,1,14,50
BARMM,Maguindanao II,Buldon East,253014,Dimagalen elementary school,MAGUINDANAO,BULDON,1st District,KARIM,Public,DepED Managed,School with no Annexes,Purely ES,8,15,40,34,15,37,7,5,9,5,42,21,1,9,21,21,2,19,37,40,30,12,1,19,22,28,3,45,35,48,20,1,35,17,5,18,25,30,45,7,7,49,18,45,35,36,21,10,21,33,5,48,22,40,20,39,33,49
BARMM,Maguindanao II,Buldon East,305007,Dinganen-Buldon NHS,MAGUINDANAO,BULDON,1st District,DINGANEN,Public,DepED Managed,School with no Annexes,JHS with SHS,21,5,27,33,30,36,30,34,29,22,41,40,34,7,6,47,8,11,6,9,38,14,3,43,8,11,12,33,40,15,47,19,23,40,21,23,46,10,3,36,2,44,5,13,2,23,50,17,47,15,26,38,9,48,42,18,11,14
BARMM,Maguindanao II,Buldon East,318302,Karim NHS,MAGUINDANAO,BULDON,1st District,KARIM,Public,DepED Managed,School with no Annexes,Purely JHS,22,16,19,28,29,23,33,16,23,18,47,9,42,2,36,39,26,9,20,16,20,36,8,34,10,33,31,32,46,14,10,10,15,30,10,50,21,23,32,11,32,35,50,26,38,21,4,30,44,17,19,16,41,11,9,4,48,33
BARMM,Maguindanao II,Buldon East,406068,Jamiat Buldon Al-Islamia,MAGUINDANAO,BULDON,1st District,CALAAN (POB.),Private,Sectarian ,School with no Annexes,Purely JHS,20,38,41,26,4,12,28,31,35,17,42,17,17,8,40,45,22,36,33,35,47,36,24,32,15,13,40,7,47,10,11,4,42,2,43,25,20,24,12,2,5,41,27,44,1,11,47,4,47,24,34,12,9,29,32,21,19,33
BARMM,Maguindanao II,Inter Parang,134103,Punta CES,MAGUINDANAO,PARANG,1st District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,Purely ES,5,21,43,18,30,14,26,17,18,25,29,8,26,34,12,39,32,48,27,42,30,27,35,6,7,16,17,48,25,49,38,48,17,48,29,7,23,18,5,24,4,50,47,10,8,31,49,29,49,11,26,13,11,34,18,1,43,21
BARMM,Maguindanao II,Inter Parang,134105,Cabuan PS,MAGUINDANAO,PARANG,1st District,KABUAN,Public,DepED Managed,School with no Annexes,Purely ES,43,10,18,20,45,26,6,25,17,14,38,37,25,11,25,36,18,15,3,16,10,50,45,37,40,41,25,23,10,47,50,34,2,18,37,43,23,19,6,17,33,27,35,5,41,10,16,12,1,32,36,16,34,34,12,28,14,29
BARMM,Maguindanao II,Inter Parang,134109,Nituan Elementary School,MAGUINDANAO,PARANG,1st District,NITUAN,Public,DepED Managed,School with no Annexes,Purely ES,40,48,46,28,1,14,9,48,46,24,9,15,38,18,26,20,1,25,11,20,10,11,17,28,36,41,9,2,2,29,31,2,10,6,32,17,27,45,25,26,47,2,25,44,35,22,10,49,18,12,12,21,26,29,37,26,28,9
BARMM,Maguindanao II,Inter Parang,134110,Orandang Elementary School,MAGUINDANAO,PARANG,1st District,ORANDANG,Public,DepED Managed,School with no Annexes,Purely ES,3,8,19,33,8,36,48,28,47,36,6,16,6,34,35,26,8,38,40,21,20,7,11,21,47,20,45,6,41,15,17,16,9,27,14,7,38,46,42,19,45,30,28,5,5,27,37,7,41,11,20,12,16,13,2,20,14,11
BARMM,Maguindanao II,Inter Parang,134112,Sagasab Elementary School,MAGUINDANAO,PARANG,1st District,MANION,Public,DepED Managed,School with no Annexes,Purely ES,49,44,49,18,36,34,33,25,29,8,36,25,17,9,13,10,49,25,12,25,14,22,12,7,49,28,2,15,31,24,24,32,30,12,28,5,22,18,8,16,31,16,21,50,32,11,48,18,24,12,39,31,49,27,28,16,4,35
BARMM,Maguindanao II,Inter Parang,134116,William Reed Elementary School,MAGUINDANAO,PARANG,1st District,GADUNGAN,Public,DepED Managed,School with no Annexes,Purely ES,44,10,19,30,19,12,45,7,26,34,24,44,19,29,6,11,36,24,31,31,46,9,36,24,50,17,10,2,7,6,28,3,3,19,27,50,22,47,40,15,20,33,50,40,47,35,25,19,35,20,28,48,24,3,33,21,47,31
BARMM,Maguindanao II,Inter Parang,318313,Ruth Manion Babao Mem. NHS,MAGUINDANAO,PARANG,1st District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,JHS with SHS,50,19,47,47,18,26,22,16,19,28,32,1,41,30,44,15,5,39,24,10,6,1,45,30,37,15,18,30,39,19,5,38,23,48,28,45,38,31,22,2,34,49,44,44,1,20,49,5,1,7,26,35,43,23,47,11,38,18
BARMM,Maguindanao II,Inter Parang,408658,Illana Bay Integrated Computer College,MAGUINDANAO,PARANG,2nd District,POBLACION,Private,Non-Sectarian ,Mother school,All Offering,23,41,28,40,43,14,26,43,5,16,39,44,25,45,30,13,10,50,34,14,13,10,36,22,48,28,20,20,45,1,2,39,39,22,12,37,48,43,14,34,16,39,34,35,40,20,49,8,10,6,22,8,35,50,38,47,18,25
BARMM,Maguindanao II,Sultan Mastura,134159,Balut Elementary School,MAGUINDANAO,SULTAN MASTURA,1st District,BALUT,Public,DepED Managed,School with no Annexes,Purely ES,20,26,44,7,19,3,48,41,26,32,21,50,13,27,50,38,6,7,33,33,24,29,14,26,6,32,11,8,12,41,2,29,3,13,40,30,30,8,32,17,27,10,36,3,1,37,2,23,1,15,44,47,14,8,26,18,47,5
BARMM,Maguindanao II,Sultan Mastura,134160,Boliok Elementary School,MAGUINDANAO,SULTAN MASTURA,1st District,BOLIOK,Public,DepED Managed,School with no Annexes,Purely ES,17,50,35,46,42,37,27,31,40,22,17,21,22,48,26,10,46,38,30,18,3,24,6,11,23,21,50,49,23,17,16,33,19,40,17,49,3,47,21,16,13,22,47,29,23,47,2,27,24,37,8,44,11,23,31,9,13,47
